boro,block,lot,issue_date,house_number,street,violation_category,violation_type,date_collected
3,04134,00001,2024-09-23,3419,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04134,00055,2024-09-23,3437,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04135,00024,2024-09-23,179,NICHOLS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04137,00016,2024-09-23,3140,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04137,00019,2024-09-23,3148,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04141,00018,2024-09-23,3220,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04141,00025,2024-09-23,3244,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04145,00033,2024-09-23,3288,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04147,00032,2024-09-23,3352,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04148,00067,2024-09-23,3429,ATLANTIC AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04151,00026,2024-09-23,3442,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04151,00039,2024-09-23,3470,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04152,00033,2024-09-23,3482,FULTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04153,00080,2024-09-23,871,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04153,00081,2024-09-23,869,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04163,00028,2024-09-23,112,GLEN STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04165,00031,2024-09-23,390,CRESCENT STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04170,00001,2024-09-23,403,CRESCENT STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04171,00040,2024-09-23,1043,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04174,00077,2024-09-23,410,GRANT AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04180,00001,2024-09-23,1097,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04181,00004,2024-09-23,1121,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04181,00014,2024-09-23,435,LINCOLN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04181,00043,2024-09-23,120,SHERIDAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04182,00051,2024-09-23,466,GRANT AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04184,00060,2024-09-23,166,FORBELL STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04184,00062,2024-09-23,1217,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04184,00065,2024-09-23,1211,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04189,00014,2024-09-23,121,MILFORD STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04201,00001,2024-09-23,1097,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04201,00021,2024-09-23,1110,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04206,00019,2024-09-23,1224,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04208,00007,2024-09-23,179,MILFORD STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04209,00043,2024-09-23,2601,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04210,00016,2024-09-23,944,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04210,00016,2024-09-23,944,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04210,00016,2024-09-23,944,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04212,00038,2024-09-23,2687,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04212,00042,2024-09-23,2677,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04213,00013,2024-09-23,1010,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04215,00038,2024-09-23,2761,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04215,00040,2024-09-23,2753,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04222,00019,2024-09-23,1162,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04222,00020,2024-09-23,1166,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04227,00001,2024-09-23,233,MILFORD STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04227,00021,2024-09-23,2588,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04227,00021,2024-09-23,2588,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04227,00023,2024-09-23,2592,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04227,00023,2024-09-23,2592,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04228,00045,2024-09-23,895,BELMONT AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04232,00026,2024-09-23,496,EUCLID AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04232,00036,2024-09-23,1015,BELMONT AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04233,00011,2024-09-23,503,EUCLID AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04235,00017,2024-09-23,2766,PITKIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04247,00009,2024-09-23,285,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04248,00001,2024-09-23,1199,SUTTER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04248,00001,2024-09-23,1199,SUTTER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04262,00037,2024-09-23,584,LOGAN STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04266,00050,2024-09-23,568,PINE STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04267,00033,2024-09-23,616,CRESCENT STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04268,00001,2024-09-23,1293,BLAKE AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04268,00030,2024-09-23,1338,SUTTER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04271,00005,2024-09-23,671,LINCOLN AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04271,00005,2024-09-23,671,LINCOLN AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04277,00034,2024-09-23,1067,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04297,00010,2024-09-23,350,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04298,00015,2024-09-23,652,PENNSYLVANIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04299,00005,2024-09-23,402,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04299,00006,2024-09-23,404,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04301,00049,2024-09-23,607,HEGEMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00013,2024-09-23,700,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00032,2024-09-23,754,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00035,2024-09-23,766,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00042,2024-09-23,637,HEGEMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00043,2024-09-23,635,HEGEMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04303,00077,2024-09-23,637,BRADFORD STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04304,00044,2024-09-23,771,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04304,00044,2024-09-23,771,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04304,00044,2024-09-23,771,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04304,00071,2024-09-23,719,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04304,00074,2024-09-23,711,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04306,00002,2024-09-23,590,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04312,00007,2024-09-23,752,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04313,00049,2024-09-23,807,CLEVELAND STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04317,00054,2024-09-23,737,WILLIAMS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04322,00002,2024-09-23,520,HEGEMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04323,00053,2024-09-23,739,PENNSYLVANIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04323,00056,2024-09-23,731,PENNSYLVANIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04329,00001,2024-09-23,721,VAN SICLEN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04339,00106,2024-09-23,938,HEGEMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04353,00029,2024-09-23,655,STANLEY AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04353,00029,2024-09-23,655,STANLEY AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04354,00033,2024-09-23,693,STANLEY AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04354,00033,2024-09-23,693,STANLEY AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04359,00028,2024-09-23,797,STANLEY AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04360,00031,2024-09-23,864,ELTON STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04388,00001,2024-09-23,50,WORTMAN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04435,00050,2024-09-23,177,ARDSLEY LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00010,2024-09-23,1266,CROTON LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00040,2024-09-23,1426,FREEPORT LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00040,2024-09-23,1426,FREEPORT LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00040,2024-09-23,1426,FREEPORT LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00040,2024-09-23,1426,FREEPORT LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00040,2024-09-23,1426,FREEPORT LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00060,2024-09-23,1506,HORNELL LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00060,2024-09-23,1506,HORNELL LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00060,2024-09-23,1506,HORNELL LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00060,2024-09-23,1506,HORNELL LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00060,2024-09-23,1506,HORNELL LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00105,2024-09-23,186,VANDALIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00105,2024-09-23,186,VANDALIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00105,2024-09-23,186,VANDALIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00105,2024-09-23,186,VANDALIA AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04452,00125,2024-09-23,155,ELMIRA LOOP,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04453,00001,2024-09-23,665,SHEPHERD AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04453,00002,2024-09-23,862,NEW LOTS AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04455,00020,2024-09-23,408,MONTAUK AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04455,00023,2024-09-23,412,MONTAUK AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04456,00067,2024-09-23,415,MONTAUK AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04457,00001,2024-09-23,1151,DUMONT AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04484,00013,2024-09-23,2554,LINDEN BOULEVARD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04500,00046,2024-09-23,595,BERRIMAN STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04500,00053,2024-09-23,585,BERRIMAN STREET,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04500,00053,2024-09-23,585,BERRIMAN STREET,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04500,00053,2024-09-23,585,BERRIMAN STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04504,00001,2024-09-23,2468,LINDEN BOULEVARD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04504,00019,2024-09-23,580,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04504,00019,2024-09-23,580,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED,2025-04-10
3,04526,00001,2024-09-23,616,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04591,00040,2024-09-23,877,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04591,00143,2024-09-23,867,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04592,00012,2024-09-23,94,REMSEN AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04592,00027,2024-09-23,883,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04597,00046,2024-09-23,1025,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04597,00047,2024-09-23,1023,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04597,00048,2024-09-23,1021,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04598,00057,2024-09-23,81,EAST 95 STREET,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
3,04599,00001,2024-09-23,1100,EAST NEW YORK AVENUE,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,2025-04-10
