boro,block,lot,issue_date,house_number,street,violation_category,violation_type,date_collected
4,01447,00047,2024-01-02,34-51,86 STREET,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,2025-04-10
4,11744,00054,2024-01-02,133 30,123 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,11757,00014,2024-01-02,121-67GAR,133 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,02442,00001,2024-01-03,373,WYTHE AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,03148,00017,2024-01-03,114,FORREST STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,03411,00040,2024-01-03,544,WILSON AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04629,00005,2024-01-03,1054,WINTHROP STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04665,00071,2024-01-03,407,REMSEN AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04810,00003,2024-01-03,629,NEW YORK AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,05084,00084,2024-01-03,123,LINDEN BOULEVARD,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,05328,00037,2024-01-03,178,OCEAN PARKWAY,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,05755,00009,2024-01-03,6503,14 AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07315,00073,2024-01-03,2337,CONEY ISLAND AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,08764,00010,2024-01-03,2750,HOMECREST AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00295,00029,2024-01-03,364,HENRY STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,02706,00023,2024-01-03,673,MEEKER AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,00160,00029,2024-01-03,43-06,46 STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,01199,00020,2024-01-03,34-43,60 STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,05185,00054,2024-01-03,140-65,BEECH AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,07013,00075,2024-01-03,176-19,77 ROAD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,11744,00054,2024-01-03,133-30,123 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,12807,00003,2024-01-03,120-39,222 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,03322,00024,2024-01-03,118-60,METROPOLITAN AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,05101,00061,2024-01-03,132-25,MAPLE AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,04978,07501,2024-01-03,38-19,MAIN STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,05101,00061,2024-01-03,132-45,MAPLE AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,06245,00027,2024-01-03,38-42 REAR,216 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,00531,00007,2024-01-03,14-41,BROADWAY,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01002,00055,2024-01-04,143,9 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01319,00061,2024-01-04,205,LEFFERTS AVENUE,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,2025-04-10
3,01459,00062,2024-01-04,1857,PROSPECT PLACE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,05512,00016,2024-01-04,1826,59 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,05512,00016,2024-01-04,1826,59 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00016,2024-01-04,1301,SURF AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,08764,00010,2024-01-04,2750,HOMECREST AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01582,00009,2024-01-04,874,BROADWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01582,00009,2024-01-04,1,LEWIS AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00953,00026,2024-01-05,44,BERKELEY PLACE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01838,00036,2024-01-05,216,HANCOCK STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,03988,00035,2024-01-05,777,GLENMORE AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04492,00004,2024-01-05,2784,LINDEN BOULEVARD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00028,2024-01-05,1319,SURF AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00031,2024-01-05,1323,SURF AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00032,2024-01-05,1329,SURF AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00037,2024-01-05,2931,WEST 15 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00027,2024-01-05,1315,SURF AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07064,00045,2024-01-05,2905,WEST 15 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,11056,00032,2024-01-05,115-56,191 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,12293,00055,2024-01-05,134-29,154 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,12293,00050,2024-01-05,134-33,154 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,12293,00050,2024-01-05,134-33,154 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,00598,00061,2024-01-06,25-92,31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,01493,00003,2024-01-06,40-07,82 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01002,00056,2024-01-08,141,9 STREET,V-DOB VIOLATION - ACTIVE,UB-UNSAFE BUILDINGS                                                NONE,2025-04-10
3,05395,00008,2024-01-08,634,E 2ND ST,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,05887,00006,2024-01-08,7101,SHORE ROAD,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,06796,00067,2024-01-08,1749,E 13TH ST,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,07649,00026,2024-01-08,1247,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,06712,00014,2024-01-08,1005 GAR,EAST 19 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,01279,00035,2024-01-08,79-13,37 AVENUE,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK                                                        NONE,2025-04-10
4,01433,00003,2024-01-08,85-10,NORTHERN BOULEVARD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,01433,00003,2024-01-08,85-10,NORTHERN BOULEVARD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,07202,00065,2024-01-08,75-35,185 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,01369,00054,2024-01-08,25-21 GAR,95 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01378,00023,2024-01-09,1392,STERLING PLACE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,02693,00046,2024-01-09,30,APOLLO STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,02927,00110,2024-01-09,362,MASPETH AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,05272,00045,2024-01-09,35-40,157 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,15560,00034,2024-01-09,1817,MOTT AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00576,00053,2024-01-10,92,DIKEMAN STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01252,00085,2024-01-10,1524,BEDFORD AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01271,00035,2024-01-10,784,EASTERN PARKWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00035,2024-01-10,784,EASTERN PARKWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00040,2024-01-10,302,KINGSTON AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00047,2024-01-10,1457,UNION STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00047,2024-01-10,1457,UNION STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01292,00001,2024-01-10,421,CROWN STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01383,00025,2024-01-10,1306,ST JOHNS PLACE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01684,00001,2024-01-10,1615,FULTON STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01925,00001,2024-01-10,241,TAAFFE PLACE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,02430,00029,2024-01-10,117,SOUTH 4 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,03349,00038,2024-01-10,77,WOODBINE STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,03912,00024,2024-01-10,564,JAMAICA AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04598,00001,2024-01-10,1070,EAST NEW YORK AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04611,00007,2024-01-10,978,RUTLAND ROAD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,05042,00050,2024-01-10,160,FENIMORE STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,05248,00022,2024-01-10,36,KENILWORTH PLACE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,05268,00002,2024-01-10,176,SEELEY STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,06129,00059,2024-01-10,210,MARINE AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07045,07501,2024-01-10,3602,MERMAID AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07194,00028,2024-01-10,2470,WEST 1 STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07315,00053,2024-01-10,2361,CONEY ISLAND AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07381,00079,2024-01-10,2675,OCEAN AVE,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,07381,00079,2024-01-10,2675,OCEAN AVE,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,07548,00029,2024-01-10,1237,OCEAN AVE,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,07688,00022,2024-01-10,1549,EAST 27 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00692,00049,2024-01-10,365,36 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00128,00001,2024-01-10,300,JAY STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,03308,00021,2024-01-10,1452,MYRTLE AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01521,00058,2024-01-10,315,SUMPTER STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01333,07501,2024-01-10,605,EAST NEW YORK AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,07216,00023,2024-01-10,2540 GAR,EAST 1 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01327,00072,2024-01-10,105,LINCOLN ROAD,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,01327,00072,2024-01-10,105,LINCOLN ROAD,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,04829,00005,2024-01-10,560,WINTHROP STREET,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,04999,00006,2024-01-10,3509,FARRAGUT ROAD,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,01271,00038,2024-01-10,786,EASTERN PARKWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00038,2024-01-10,786,EASTERN PARKWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01271,00038,2024-01-10,786,EASTERN PARKWAY,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,00046,00010,2024-01-10,10-23,47 ROAD,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,00402,00012,2024-01-10,29-27,40 ROAD,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,07115,00170,2024-01-10,67-11,185 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,08796,00001,2024-01-10,84-01,266 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09582,00105,2024-01-10,128-14,LIBERTY AVENUE,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
4,09738,00114,2024-01-10,143-50,HOOVER AVENUE,V-DOB VIOLATION - ACTIVE,FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED,2025-04-10
4,09747,00008,2024-01-10,150-11,84 DRIVE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,06793,00225,2024-01-10,71-50,PARSONS BOULEVARD,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2025-04-10
3,00433,00013,2024-01-11,556,SACKETT STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,01263,00009,2024-01-11,876,LINCOLN PLACE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,02430,00029,2024-01-11,117,SOUTH 4 STREET,V-DOB VIOLATION - ACTIVE,EGNCY-EMERGENCY                                                       NONE,2025-04-10
3,05042,00089,2024-01-11,45,HAWTHORNE ST,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,05060,00032,2024-01-11,56,ST PAULS PLACE,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,06608,00006,2024-01-11,302,AVENUE O,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,03671,00143,2024-01-11,149,NEW JERSEY AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,00457,00149,2024-01-11,13-05,43 AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09017,00032,2024-01-11,95-13,84 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09017,00032,2024-01-11,95-13,84 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09017,00032,2024-01-11,95-13,84 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,15560,00034,2024-01-11,1813,MOTT AVENUE,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL,2025-04-10
4,15560,00034,2024-01-11,1815,MOTT AVENUE,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL,2025-04-10
4,15560,00034,2024-01-11,1817,MOTT AVENUE,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL,2025-04-10
4,15560,00034,2024-01-11,18-03,MOTT AVENUE,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL,2025-04-10
3,03776,00042,2024-01-12,460,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,03776,00042,2024-01-12,460,MILLER AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04504,00012,2024-01-12,558,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04504,00013,2024-01-12,560,FOUNTAIN AVENUE,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04915,00023,2024-01-12,194,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04915,00023,2024-01-12,194,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04915,00023,2024-01-12,194,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04915,00023,2024-01-12,194,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,04915,00023,2024-01-12,194,EAST 31 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,06286,00043,2024-01-12,1973,81 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,06286,00043,2024-01-12,1973,81 STREET,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL,2025-04-10
3,07423,00011,2024-01-12,2413,HARING ST,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
3,08804,00042,2024-01-12,2800,COYLE STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,07422,00013,2024-01-12,2450,HARING STREET,V*-DOB VIOLATION - Resolved,E-ELEVATOR                                                        ELEVATORREQUIRED,2025-04-10
4,09017,00032,2024-01-12,95-13,84 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,03631,00030,2024-01-13,69-46,64 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09907,00059,2024-01-14,90-49,185 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
4,09907,00060,2024-01-14,90-47,185 STREET,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2025-04-10
3,00758,00060,2024-01-15,645,47 STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,01371,00032,2024-01-15,1298,PARK PLACE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,01842,00054,2024-01-15,1235,FULTON STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,03153,00001,2024-01-15,1,GEORGE STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,03247,00003,2024-01-15,353,KNICKERBOCKER AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,03422,00022,2024-01-15,126,COVERT STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,03489,00163,2024-01-15,405,ROCKAWAY AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,04269,00026,2024-01-15,1350,SUTTER AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,04298,00061,2024-01-15,683,SHEFFIELD AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,04902,00035,2024-01-15,142,EAST 32 STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,05760,00062,2024-01-15,1237,67 STREET,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,07994,00058,2024-01-15,1112,REMSEN AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,04377,00001,2024-01-15,881,SCHENCK AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,05341,00017,2024-01-15,488,CONEY ISLAND AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
3,05084,00058,2024-01-15,728 A,ROGERS AVENUE,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
4,02452,00001,2024-01-15,7700,QUEENS BOULEVARD,V-DOB VIOLATION - ACTIVE,COMPBLD-STRUCTURALLY COMPROMISED BUILDING                               NONE,2025-04-10
